image_id,image_location,turtle_id
ID_ICWTYDQB,top,t_id_tjWepji1
ID_LXZQC7HI,right,t_id_bYageLYA
ID_9ID0GL6X,right,t_id_G5eoqwD8
ID_YZOQKOUX,top,t_id_BI99coHt
ID_VB3AX05S,top,t_id_J24awAHQ
ID_0LHYKDEU,top,t_id_g9Fz8PH7
ID_A93JG16E,right,t_id_G5eoqwD8
ID_UNXGGHWX,right,t_id_dc6pjonY
ID_JUVSIMFU,top,t_id_gGQbn7FA
ID_OTD4A4JG,top,t_id_VFb44eFm
ID_6J0PC57A,right,t_id_HcnnlRda
ID_GX18SD9K,right,t_id_dVQ4x3wz
ID_KOGRLQUV,Right,t_id_3b65X5Lw
ID_PSV6BUWY,left,t_id_pCO59rOk
ID_C1G38ELN,top,t_id_87CLFCvE
ID_1V0SE83T,left,t_id_8b8sprYe
ID_IBWYR0EA,right,t_id_niEvmwXu
ID_5JTLGUUD,top,t_id_hRzOoJ2t
ID_EN9YF5QI,right,t_id_stWei2Uq
ID_LFVG5RUM,right,t_id_Dv4O8bOM
ID_AZ4IKL56,right,t_id_ifWwxWF4
ID_OP8XW057,top,t_id_stWei2Uq
ID_22W82BIH,top,t_id_IP3xtKuX
ID_UWXTPFFZ,top,t_id_C0wevyOl
ID_UFUK46C1,left,t_id_hRzOoJ2t
ID_H2OSAU4N,right,t_id_gJaKYxBQ
ID_4RSKLTX9,left,t_id_3fKmnkBS
ID_O1I8JHUX,top,t_id_GrxmyS59
ID_IEH7W645,left,t_id_ROFhVsy2
ID_KL0BL5JE,top,t_id_WDCMGvI4
ID_HG1PRFJ3,top,t_id_8b8sprYe
ID_DXB4ZXRX,Top,t_id_GOIvCduN
ID_CGAA7VNO,top,t_id_ifWwxWF4
ID_MVUXFVLD,right,t_id_mpuNp8mf
ID_BDMVQH6G,left,t_id_SwQZGIpa
ID_JD58AF27,left,t_id_QqeoI5F3
ID_Y2LJOVUQ,left,t_id_Lhp87PBX
ID_GH1RFB6Z,right,t_id_FBsGDJhU
ID_A4XCXRO9,left,t_id_pCO59rOk
